bab_id,class_id,subject_id,bab_name,description
BD209,2,ID001,Bab 10: Kegiatan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD210,2,ID001,Bab 11: Pendidikan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD211,2,ID001,Bab 12: Lingkungan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD300,3,ID001,Bab 1: Diri Sendiri - Membaca Nyaring dan Mengurutkan Gambar,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD301,3,ID001,"Bab 2: Merawat Rumah - Membaca Intensif, Puisi Anak, Mengenal Tokoh Cerita","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD302,3,ID001,"Bab 3: Keluarga - Membaca Dongeng, Menyusun Paragraf, Komentar Tokoh","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD303,3,ID001,Bab 4: Lingkungan Sehari-Hari - Dongeng dan Puisi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD304,3,ID001,Bab 5: Tempat Umum,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD305,3,ID001,Bab 6: Kesehatan - Membaca Intensif,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD306,3,ID001,"Bab 7: Bermain Yuk! - Teks Panjang, Permainan, Dialog Ekspresi","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD307,3,ID001,"Bab 8: Sekolah - Percakapan di Sekolah, Puisi","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD308,3,ID001,Bab 9: Olahraga - Membaca Teks Pengalaman,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD309,3,ID001,"Bab 10: Bumi dan Alam Semesta - Membaca Teks, Puisi, Isi Bacaan","Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD400,4,ID001,Bab 1: Sudah Besar (Tema: Aku),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD401,4,ID001,Bab 2: Di Bawah Atap (Tema: Tugas di Rumah dan Sekolah),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD402,4,ID001,Bab 3: Lihat Seiktar - Tema: Lalu Lintas,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD403,4,ID001,Bab 4: Meliuk dan Menerjang (Tema: Bergerak),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD404,4,ID001,Bab 5: Bertukar atau Membayar (Tema: Literasi Keuangan),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD405,4,ID001,Bab 6: Satu Titik (Tema: Bentang Alam Indonesia),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD406,4,ID001,Bab 7: Asal-Usul (Tema: Nenek Moyang Bangsa Indonesia),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD407,4,ID001,Bab 8: Sehatlah Ragaku (Tema: Kesehatan Tubuh),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD500,5,ID001,Bab 1: Ayo Bertani,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD501,5,ID001,Bab 2: Persahabatan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD502,5,ID001,Bab 3: Lingkungan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD503,5,ID001,Bab 4: Teknologi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD504,5,ID001,Bab 5: Masalah Sosial,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD505,5,ID001,Bab 6: Peristiwa,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD506,5,ID001,Bab 7: Berita,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD507,5,ID001,Bab 8: Informasi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD508,5,ID001,Bab 9: Pariwisata,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD509,5,ID001,Bab 10: Kreativitas,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD600,6,ID001,Bab 1: Lingkungan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD601,6,ID001,Bab 2: Kepahlawanan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD602,6,ID001,Bab 3: Kegiatan Sehari-Hari,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD603,6,ID001,Bab 4: Teknologi,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD604,6,ID001,Bab 5: Pendidikan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD605,6,ID001,Bab 6: Peristiwa,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD606,6,ID001,Bab 7: Ketertiban,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD607,6,ID001,Bab 8: Pendidikan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD608,6,ID001,Bab 9: Moral,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
